#Genotype_assay_ID,GS_accession_name,Country,GS_id(separated from accession),SampleSet,Subpop
IRIS_313-10702,JAROM EMAS,Malaysia,IRGC 14272-1,3KG,ind2
IRIS_313-10703,PADI ADONG DUMARAT,Malaysia,IRGC 14356-1,3KG,trj
IRIS_313-10704,PADI DARAWAL,Malaysia,IRGC 14373-1,3KG,trj
IRIS_313-10705,PADI PULOT MELAYANG,Malaysia,IRGC 14391-2,3KG,admixed-ind
IRIS_313-10706,ANAK CHINA,Malaysia,IRGC 14479-1,3KG,ind2
IRIS_313-10707,ANAK DIDEK,Malaysia,IRGC 14491-1,3KG,ind2
IRIS_313-10708,B 6311 A 5553-16-2,United States of America,IRGC 14541-1,3KG,trj
IRIS_313-10710,PINDE GOGO WIERIE,Surinam,IRGC 14795-2,3KG,trj
IRIS_313-10711,7 AC,Liberia,IRGC 14860-2,3KG,trj
IRIS_313-10712,KOTO OURA S 5,Cote d'Ivoire,IRGC 15155-1,3KG,trj
IRIS_313-10715,SUDU KARAYAL,Sri Lanka,IRGC 15348-1,3KG,ind3
IRIS_313-10716,MURUNGA,Sri Lanka,IRGC 15428-1,3KG,ind3
IRIS_313-10717,PERIYA VELLAI,Sri Lanka,IRGC 15475-1,3KG,ind3
IRIS_313-10718,KARUTHA SEENATI,Sri Lanka,IRGC 15515-2,3KG,aus
IRIS_313-10719,VELLAI KOLOMBAN,Sri Lanka,IRGC 15517-1,3KG,ind3
IRIS_313-10720,HEENDIKWEE,Sri Lanka,IRGC 15587-2,3KG,ind3
IRIS_313-10721,HALSUDU HEENATI,Sri Lanka,IRGC 15599-1,3KG,ind3
IRIS_313-10722,GODAWEL,Sri Lanka,IRGC 15750-1,3KG,trj
IRIS_313-10723,MOND BA,Senegal,IRGC 15813-2,3KG,ind3
IRIS_313-10724,MOUSOIR,Senegal,IRGC 15866-3,3KG,ind3
IRIS_313-10725,ERNEST,Senegal,IRGC 15884-2,3KG,ind3
IRIS_313-10726,POTO BALA,Senegal,IRGC 15986-2,3KG,admixed-ind
IRIS_313-10727,KOUPENEDOU KOUBOURY,Senegal,IRGC 16011-1,3KG,ind3
IRIS_313-10728,OUSSANTHIABA,Senegal,IRGC 16046-2,3KG,ind3
IRIS_313-10729,MALOGBANA,Cote d'Ivoire,IRGC 16086-1,3KG,admixed
IRIS_313-10730,NANIBRE,Cote d'Ivoire,IRGC 16102-2,3KG,trj
IRIS_313-10731,BARKHE TAULI,Nepal,IRGC 16116-1,3KG,ind1
IRIS_313-10732,MADHUWA KARIA,Nepal,IRGC 16138-2,3KG,aro
IRIS_313-10733,MOTANGE PAHELLO LAULE,Nepal,IRGC 16160-1,3KG,ind3
IRIS_313-10734,DEVARASI,Nepal,IRGC 16173-1,3KG,aus
IRIS_313-10735,LAL SAR,Nepal,IRGC 16185-1,3KG,aus
IRIS_313-10736,RERM BILASH,Nepal,IRGC 16273-2,3KG,aus
IRIS_313-10737,GHAIYA,Nepal,IRGC 16286-1,3KG,aus
IRIS_313-10738,ANDEL WELUT,Indonesia,IRGC 16339-1,3KG,admixed-jap
IRIS_313-10739,GOGO,Indonesia,IRGC 16418-1,3KG,admixed
IRIS_313-10740,KETAN PAPAH AREN,Indonesia,IRGC 16467-1,3KG,trj
IRIS_313-10741,KETAN PELERN,Indonesia,IRGC 16468-1,3KG,trj
IRIS_313-10742,MAMAS,Indonesia,IRGC 16503-1,3KG,ind2
IRIS_313-10743,SERAJU,Indonesia,IRGC 16565-1,3KG,trj
IRIS_313-10744,SIPON,Indonesia,IRGC 16570-1,3KG,trj
IRIS_313-10745,SLOBOK,Indonesia,IRGC 16571-1,3KG,trj
IRIS_313-10746,TJEMPO KREMBUNG,Indonesia,IRGC 16603-1,3KG,trj
IRIS_313-10747,TJOKRON,Indonesia,IRGC 16653-2,3KG,trj
IRIS_313-10748,LUA DUC,Viet Nam,IRGC 16718-1,3KG,admixed-ind
IRIS_313-10749,MINH SOC (CAMBODIA),Viet Nam,IRGC 16731-2,3KG,ind2
IRIS_313-10750,TRANG LUA,Viet Nam,IRGC 16781-3,3KG,admixed-ind
IRIS_313-10751,LUA CHUM,Viet Nam,IRGC 16840-1,3KG,admixed-ind
IRIS_313-10752,O. SATIVA,United States of America,IRGC 16898-1,3KG,trj
IRIS_313-10753,ZACATEPEC,United States of America,IRGC 16901-2,3KG,ind2
IRIS_313-10754,KH 998,India,IRGC 16948-2,3KG,admixed-ind
IRIS_313-10755,NEP BA BONG TO,Viet Nam,IRGC 17005-2,3KG,ind2
IRIS_313-10756,DAMODAR,India,IRGC 17038-1,3KG,ind3
IRIS_313-10757,PEUAK NAM 43,Thailand,IRGC 17129-1,3KG,ind2
IRIS_313-10758,AEN METAN,Indonesia,IRGC 17142-1,3KG,trj
IRIS_313-10759,ANDEL,Indonesia,IRGC 17153-2,3KG,trj
IRIS_313-10760,ATJEH,Indonesia,IRGC 17174-3,3KG,ind2
IRIS_313-10761,BALIK SEMAH,Indonesia,IRGC 17201-2,3KG,trj
IRIS_313-10762,BANDI,Indonesia,IRGC 17214-1,3KG,ind2
IRIS_313-10765,CERE KAWAT,Indonesia,IRGC 17401-2,3KG,trj
IRIS_313-10766,DJALAWARA,Indonesia,IRGC 17471-1,3KG,trj
IRIS_313-10767,DJANGGOT,Indonesia,IRGC 17491-2,3KG,trj
IRIS_313-10768,GADABUNG (GUNDIL),Indonesia,IRGC 17569-2,3KG,ind2
IRIS_313-10769,GAJA BARU,Indonesia,IRGC 17586-1,3KG,ind2
IRIS_313-10770,GANDAMANA,Indonesia,IRGC 17593-2,3KG,trj
IRIS_313-10771,GOGO RAJAPAN,Indonesia,IRGC 17666-2,3KG,admixed-jap
IRIS_313-10772,GOJOT,Indonesia,IRGC 17669-1,3KG,ind2
IRIS_313-10773,HAWARA DJEDAH,Indonesia,IRGC 17728-1,3KG,trj
IRIS_313-10774,HEGAR MANAH,Indonesia,IRGC 17733-1,3KG,ind2
IRIS_313-10775,INDEL,Indonesia,IRGC 17748-2,3KG,ind2
IRIS_313-10776,KABADOKA,Indonesia,IRGC 17775-2,3KG,trj
IRIS_313-10777,KAMAS,Indonesia,IRGC 17785-1,3KG,ind2
IRIS_313-10778,KENTJANA MAHANG,Indonesia,IRGC 17818-1,3KG,ind2
IRIS_313-10779,KERAN DUKUH,Indonesia,IRGC 17822-2,3KG,ind2
IRIS_313-10780,KETAN LALER,Indonesia,IRGC 17897-1,3KG,trj
IRIS_313-10781,KETAN MLANTING,Indonesia,IRGC 17916-1,3KG,trj
IRIS_313-10782,KETAN NARIS,Indonesia,IRGC 17925-2,3KG,ind2
IRIS_313-10783,KETAN OSOG,Indonesia,IRGC 17929-1,3KG,trj
IRIS_313-10784,KETAN SAPI,Indonesia,IRGC 17954-2,3KG,trj
IRIS_313-10785,KETAN SLAWI,Indonesia,IRGC 17963-1,3KG,trj
IRIS_313-10786,KETAN URANG,Indonesia,IRGC 17980-1,3KG,ind2
IRIS_313-10787,KWATIK PUTIH,Indonesia,IRGC 18053-3,3KG,admixed-jap
IRIS_313-10788,LEMUNGSIR,Indonesia,IRGC 18116-3,3KG,trj
IRIS_313-10789,LENGGANG GENUK BULU,Indonesia,IRGC 18119-1,3KG,trj
IRIS_313-10790,LOLAWAJI,Indonesia,IRGC 18131-1,3KG,trj
IRIS_313-10791,MANGSUR,Indonesia,IRGC 18187-1,3KG,ind2
IRIS_313-10792,MATIANG,Indonesia,IRGC 18220-1,3KG,ind2
IRIS_313-10793,MELIK,Indonesia,IRGC 18238-2,3KG,trj
IRIS_313-10794,MENDUNGAN,Indonesia,IRGC 18245-1,3KG,trj
IRIS_313-10795,MLATI,Indonesia,IRGC 18278-1,3KG,trj
IRIS_313-10796,MOLOG,Indonesia,IRGC 18282-1,3KG,trj
IRIS_313-10797,NARUN,Indonesia,IRGC 18320-2,3KG,ind2
IRIS_313-10798,NOGO BELE 2,Indonesia,IRGC 18328-2,3KG,trj
IRIS_313-10799,PAE ONGGA,Indonesia,IRGC 18418-1,3KG,trj
IRIS_313-10800,PALOTAN MELATI,Indonesia,IRGC 18426-2,3KG,trj
IRIS_313-10801,PARE BUWUN,Indonesia,IRGC 18456-2,3KG,trj
IRIS_313-10802,PEUTEUJ,Indonesia,IRGC 18484-3,3KG,trj
IRIS_313-10803,PLAMPEYAN,Indonesia,IRGC 18494-3,3KG,trj
IRIS_313-10804,PUAK,Indonesia,IRGC 18512-3,3KG,ind2
IRIS_313-10805,PULO,Indonesia,IRGC 18519-1,3KG,trj
IRIS_313-10806,RADEN DJAWA (GUNDIL),Indonesia,IRGC 18558-3,3KG,ind2
IRIS_313-10807,RANDA KUNING,Indonesia,IRGC 18595-1,3KG,ind2
IRIS_313-10808,RANTE,Indonesia,IRGC 18608-2,3KG,trj
IRIS_313-10809,SAMPANG KUNING,Indonesia,IRGC 18678-2,3KG,trj
IRIS_313-10810,SEGON BENGGALA,Indonesia,IRGC 18724-3,3KG,ind2
IRIS_313-10811,SEMPOR,Indonesia,IRGC 18761-2,3KG,ind2
IRIS_313-10812,SERUNEN,Indonesia,IRGC 18789-3,3KG,ind2
IRIS_313-10813,SIAM BARABAI,Indonesia,IRGC 18800-2,3KG,ind2
IRIS_313-10814,SIBORAS,Indonesia,IRGC 18816-2,3KG,ind2
IRIS_313-10815,SIDJANGGUK,Indonesia,IRGC 18826-2,3KG,trj
IRIS_313-10816,SIDJERO GUNDIL,Indonesia,IRGC 18829-2,3KG,trj
IRIS_313-10817,SLAMET,Indonesia,IRGC 18900-3,3KG,trj
IRIS_313-10818,TJEMPO PENDEK UNTUNG,Indonesia,IRGC 19055-2,3KG,ind2
IRIS_313-10819,TJERE ENER,Indonesia,IRGC 19103-1,3KG,ind2
IRIS_313-10820,TJERE MANGGA,Indonesia,IRGC 19116-2,3KG,ind2
IRIS_313-10821,TJ PERAK,Indonesia,IRGC 19141-1,3KG,ind2
IRIS_313-10822,UNGGAS,Indonesia,IRGC 19176-2,3KG,ind2
IRIS_313-10823,UTRI DELI,Indonesia,IRGC 19182-1,3KG,ind2
IRIS_313-10824,HOING CANTEL,Indonesia,IRGC 19282-2,3KG,ind2
IRIS_313-10825,KEMA 5,Sierra Leone,IRGC 19343-2,3KG,ind3
IRIS_313-10827,BINARITOS,Philippines,IRGC 19391-1,3KG,trj
IRIS_313-10828,IKOGAN,Philippines,IRGC 19412-1,3KG,trj
IRIS_313-10829,INAMBOG,Philippines,IRGC 19415-1,3KG,trj
IRIS_313-10830,INAPORAONAN,Philippines,IRGC 19418-1,3KG,trj
IRIS_313-10831,MALANDI 2,Philippines,IRGC 19454-2,3KG,trj
IRIS_313-10832,MALASAY,Philippines,IRGC 19456-1,3KG,trj
IRIS_313-10833,EDAKKADAN 0-69-27,India,IRGC 19560-1,3KG,ind3
IRIS_313-10834,IARI 11387,India,IRGC 19573-1,3KG,admixed-jap
IRIS_313-10835,PERUNEL 0-69-18,India,IRGC 19581-1,3KG,ind3
IRIS_313-10836,VELLA PERUVAZHA 0-68-12,India,IRGC 19588-1,3KG,ind3
IRIS_313-10837,BACK KYUNG ZO,Korea, Republic of,IRGC 19698-2,3KG,tej
IRIS_313-10838,SSAL BYEO,Korea, Republic of,IRGC 19867-2,3KG,tej
IRIS_313-10839,TAE GU NA,Korea, Republic of,IRGC 19875-2,3KG,tej
IRIS_313-10840,YE ZO,Korea, Republic of,IRGC 19888-1,3KG,tej
IRIS_313-10841,KETAN NANGKA,Indonesia,IRGC 19961-2,3KG,trj
IRIS_313-10842,LUBUK LINGGAU,Indonesia,IRGC 20000-2,3KG,ind2
IRIS_313-10844,INDO NO 7505,Indonesia,IRGC 20162-2,3KG,ind2
IRIS_313-10845,ARC 5756,India,IRGC 20220-2,3KG,aus
IRIS_313-10847,ARC 6015,India,IRGC 20314-2,3KG,ind3
IRIS_313-10848,ARC 6188,India,IRGC 20370-1,3KG,admixed-jap
IRIS_313-10849,ARC 7001,India,IRGC 20436-1,3KG,aus
IRIS_313-10850,ARC 7263,India,IRGC 20570-2,3KG,admixed-jap
IRIS_313-10851,ARC 7296,India,IRGC 20585-1,3KG,aro
IRIS_313-10852,ARC 7336,India,IRGC 20606-1,3KG,aus
IRIS_313-10853,ARC 10028,India,IRGC 20656-2,3KG,trj
IRIS_313-10854,ARC 10145,India,IRGC 20744-1,3KG,aus
IRIS_313-10855,ARC 10159,India,IRGC 20754-2,3KG,ind3
IRIS_313-10856,ARC 10537,India,IRGC 20981-1,3KG,admixed-ind
IRIS_313-10857,ARC 10825,India,IRGC 21082-1,3KG,admixed-ind
IRIS_313-10858,ARC 10894,India,IRGC 21122-1,3KG,admixed-ind
IRIS_313-10859,ARC 10939,India,IRGC 21150-2,3KG,admixed-ind
IRIS_313-10861,ARC 11276,India,IRGC 21278-1,3KG,aus
IRIS_313-10862,ARC 11281,India,IRGC 21283-1,3KG,trj
IRIS_313-10863,ARC 11322,India,IRGC 21315-2,3KG,ind3
IRIS_313-10864,ARC 11338,India,IRGC 21329-1,3KG,admixed-jap
IRIS_313-10865,ARC 11424,India,IRGC 21380-2,3KG,admixed-jap
IRIS_313-10866,ARC 11478,India,IRGC 21418-1,3KG,admixed-jap
IRIS_313-10867,ARC 11538,India,IRGC 21463-1,3KG,admixed-jap
IRIS_313-10868,ARC 11571,India,IRGC 21487-2,3KG,aro
IRIS_313-10869,ARC 11751,India,IRGC 21614-1,3KG,aus
IRIS_313-10870,ARC 11768,India,IRGC 21630-1,3KG,admixed-jap
IRIS_313-10871,ARC 11777,India,IRGC 21639-1,3KG,aus
IRIS_313-10872,ARC 11802,India,IRGC 21662-2,3KG,admixed-jap
IRIS_313-10873,ARC 11822,India,IRGC 21677-1,3KG,aus
IRIS_313-10874,ARC 11946,India,IRGC 21768-2,3KG,admixed-jap
IRIS_313-10875,ARC 12021,India,IRGC 21837-1,3KG,aus
IRIS_313-10876,ARC 12067,India,IRGC 21881-1,3KG,aus
IRIS_313-10877,ARC 12079,India,IRGC 21888-1,3KG,aus
IRIS_313-10878,ARC 12101,India,IRGC 21907-1,3KG,aus
IRIS_313-10879,ARC 12124,India,IRGC 21929-1,3KG,admixed-ind
IRIS_313-10880,ARC 12180,India,IRGC 21965-2,3KG,ind3
IRIS_313-10881,ARC 12413,India,IRGC 22044-1,3KG,admixed-jap
IRIS_313-10882,ARC 12433,India,IRGC 22064-1,3KG,aus
IRIS_313-10883,ARC 12490,India,IRGC 22095-1,3KG,admixed-jap
IRIS_313-10884,ARC 12493,India,IRGC 22098-1,3KG,admixed-jap
IRIS_313-10885,ARC 12559,India,IRGC 22148-2,3KG,ind3
IRIS_313-10886,ARC 12655,India,IRGC 22226-2,3KG,admixed-jap
IRIS_313-10887,ARC 12690,India,IRGC 22257-1,3KG,ind3
IRIS_313-10888,ARC 12726,India,IRGC 22288-2,3KG,admixed-jap
IRIS_313-10889,ARC 12730,India,IRGC 22291-1,3KG,admixed-jap
IRIS_313-10890,ARC 12861,India,IRGC 22395-1,3KG,admixed-jap
IRIS_313-10891,ARC 12867,India,IRGC 22401-1,3KG,aus
IRIS_313-10892,ARC 12920,India,IRGC 22450-1,3KG,aus
IRIS_313-10893,ARC 13156,India,IRGC 22514-1,3KG,admixed-jap
IRIS_313-10894,ARC 13204,India,IRGC 22558-1,3KG,admixed-ind
IRIS_313-10895,ARC 13257,India,IRGC 22608-1,3KG,admixed-jap
IRIS_313-10896,ARC 13276,India,IRGC 22622-2,3KG,admixed-ind
IRIS_313-10897,ARC 13373,India,IRGC 22691-1,3KG,ind2
IRIS_313-10898,ANG KANG K P,Cambodia,IRGC 22716-2,3KG,admixed-ind
IRIS_313-10899,DAMNOEUB KHSE SAUT,Cambodia,IRGC 22819-2,3KG,ind2
IRIS_313-10900,DAMNOEUB POR HING,Cambodia,IRGC 22841-2,3KG,ind2
IRIS_313-10901,DAMNOEUB THPOIL HING,Cambodia,IRGC 22856-2,3KG,ind2
IRIS_313-10902,KAMPING POUY,Cambodia,IRGC 22876-2,3KG,ind2
IRIS_313-10903,KHSAY VENG,Cambodia,IRGC 22915-3,3KG,ind2
IRIS_313-10904,KREM KRAHAM,Cambodia,IRGC 22981-2,3KG,admixed-ind
IRIS_313-10905,KUOL DAUN THNONG,Cambodia,IRGC 22986-1,3KG,ind2
IRIS_313-10906,LUA NEP 4416,Cambodia,IRGC 23006-1,3KG,ind2
IRIS_313-10907,MARECH S V R,Cambodia,IRGC 23011-2,3KG,admixed-ind
IRIS_313-10908,MOROM,Cambodia,IRGC 23016-2,3KG,admixed-ind
IRIS_313-10909,NEANG CHAN,Cambodia,IRGC 23034-3,3KG,admixed-ind
IRIS_313-10910,NEANG MAC,Cambodia,IRGC 23071-3,3KG,admixed-ind
IRIS_313-10911,NEANG NARY,Cambodia,IRGC 23084-3,3KG,ind2
IRIS_313-10912,NEANG SAATH K 45,Cambodia,IRGC 23109-2,3KG,ind2
IRIS_313-10913,PHAT PRORMOL,Cambodia,IRGC 23143-1,3KG,ind3
IRIS_313-10915,PHCAR SLA KI,Cambodia,IRGC 23169-2,3KG,admixed-ind
IRIS_313-10916,SRAU SLAP,Cambodia,IRGC 23267-2,3KG,tej
IRIS_313-10917,T Q QI HAYUQBABA,Philippines,IRGC 23318-1,3KG,admixed-ind
IRIS_313-10918,T Q QI QINYUHAYUHA,Philippines,IRGC 23342-3,3KG,trj
IRIS_313-10919,PINIDWA QAN QIPUGO PINGKITAN,Philippines,IRGC 23359-1,3KG,trj
IRIS_313-10920,PINIDWA QAN QIPUGO QELEK,Philippines,IRGC 23360-1,3KG,trj
IRIS_313-10921,KHAO PHAE HOM,Lao People's Democratic Republic,IRGC 23518-2,3KG,ind3
IRIS_313-10922,R 258,Lao People's Democratic Republic,IRGC 23702-2,3KG,admixed-jap
IRIS_313-10923,CHABLI CHABOL GLANG,Thailand,IRGC 23706-1,3KG,admixed-jap
IRIS_313-10924,ATH HAGARI JARAHAN PADDY,Nepal,IRGC 23796-1,3KG,ind3
IRIS_313-10925,KAMULI,Nepal,IRGC 23928-1,3KG,aus
IRIS_313-10926,RAM SALEE KATAKA,Nepal,IRGC 24014-1,3KG,aro
IRIS_313-10927,SUGA PANKHA,Nepal,IRGC 24054-1,3KG,aus
IRIS_313-10928,KHAO' SIM,Thailand,IRGC 24094-1,3KG,admixed-ind
IRIS_313-10929,KOLONGI BAO,India,IRGC 24135-2,3KG,ind3
IRIS_313-10930,PANKHIRAJ,Bangladesh,IRGC 24139-1,3KG,aus
IRIS_313-10931,PAKWALAN,Philippines,IRGC 24156-1,3KG,trj
IRIS_313-10932,CHINA 1039 MUTANT (DWARF),China,IRGC 24168-2,3KG,ind1
IRIS_313-10933,ARC 7281,India,IRGC 24252-2,3KG,aro
IRIS_313-10934,PAH PIANG,Thailand,IRGC 24452-2,3KG,admixed-ind
IRIS_313-10935,BRONDOL PUTIH,Indonesia,IRGC 24541-1,3KG,ind2
IRIS_313-10936,KETAN GUNDIL,Indonesia,IRGC 24568-1,3KG,trj
IRIS_313-10937,PULUT WAJIT,Indonesia,IRGC 24624-3,3KG,ind2
IRIS_313-10938,SIGUPAI,Indonesia,IRGC 24642-2,3KG,ind2
IRIS_313-10940,SITANDANG,Indonesia,IRGC 24681-1,3KG,ind2
IRIS_313-10941,SINTHA,Indonesia,IRGC 24687-1,3KG,ind2
IRIS_313-10942,BANDANG BUNGKUAKLAN,Indonesia,IRGC 24697-2,3KG,ind2
IRIS_313-10943,PADI BENOT,Indonesia,IRGC 24757-2,3KG,ind2
IRIS_313-10944,SIPULUT SUBANG,Indonesia,IRGC 24824-2,3KG,admixed-ind
IRIS_313-10945,BULAK,Indonesia,IRGC 24884-1,3KG,trj
IRIS_313-10946,MANGGE,Indonesia,IRGC 25019-1,3KG,trj
IRIS_313-10947,NANE,Indonesia,IRGC 25035-1,3KG,admixed-ind
IRIS_313-10948,PARE MAROMBA,Indonesia,IRGC 25074-2,3KG,admixed-jap
IRIS_313-10949,TEKALAK,Indonesia,IRGC 25154-1,3KG,trj
IRIS_313-10950,ASE PULU BOLONG,Indonesia,IRGC 25171-1,3KG,trj
IRIS_313-10951,JENDA ABANG,Indonesia,IRGC 25413-2,3KG,ind2
IRIS_313-10952,KILANG MEDU,Indonesia,IRGC 25442-1,3KG,trj
IRIS_313-10953,PADI ABUNG KUNING,Indonesia,IRGC 25469-1,3KG,trj
IRIS_313-10954,PADI GRUNDUL 1,Indonesia,IRGC 25493-1,3KG,ind2
IRIS_313-10955,PADI PUYUH,Indonesia,IRGC 25532-1,3KG,ind2
IRIS_313-10956,PUTUS TOLO,Indonesia,IRGC 25636-2,3KG,trj
IRIS_313-10957,RANGKAI KEPEL,Indonesia,IRGC 25640-1,3KG,trj
IRIS_313-10958,RENIK BELITI,Indonesia,IRGC 25648-1,3KG,trj
IRIS_313-10959,SITABO TABO,Indonesia,IRGC 25798-1,3KG,trj
IRIS_313-10960,SUNGKAI,Indonesia,IRGC 25812-1,3KG,trj
IRIS_313-10961,TARING PELUNDUK,Indonesia,IRGC 25821-2,3KG,ind2
IRIS_313-10962,TERUNG DAUN,Indonesia,IRGC 25823-2,3KG,ind2
IRIS_313-10963,KATAKCHIKON,Bangladesh,IRGC 25880-1,3KG,aus
IRIS_313-10964,SADUMONI,Bangladesh,IRGC 25919-1,3KG,aus
IRIS_313-10965,TILOKCHAN (SONABETHI),Bangladesh,IRGC 25927-1,3KG,aus
IRIS_313-10966,HURANG ARISO LUTA,Brazil,IRGC 26055-1,3KG,admixed-ind
IRIS_313-10967,IAS 22-8 PALMAR,Brazil,IRGC 26058-1,3KG,tej
IRIS_313-10968,IH PEN SHIM MING,Brazil,IRGC 26067-1,3KG,ind1
IRIS_313-10969,INDIA DULAR (NO ORDEM 7),Brazil,IRGC 26070-1,3KG,aus
IRIS_313-10970,NANG SAU DO,Viet Nam,IRGC 26243-1,3KG,ind2
IRIS_313-10971,BADAL,Bangladesh,IRGC 26290-2,3KG,ind3
IRIS_313-10972,DUDA MONOR,Bangladesh,IRGC 26335-2,3KG,ind3
IRIS_313-10973,KALA DIGHA,Bangladesh,IRGC 26367-2,3KG,ind3
IRIS_313-10974,KAMRANGA,Bangladesh,IRGC 26373-2,3KG,ind3
IRIS_313-10975,KOLA MUCHI,Bangladesh,IRGC 26384-2,3KG,ind3
IRIS_313-10976,LAKHSMI DIGHA,Bangladesh,IRGC 26390-2,3KG,aus
IRIS_313-10977,MATI CHAL,Bangladesh,IRGC 26399-2,3KG,ind3
IRIS_313-10978,PANI TORONG,Bangladesh,IRGC 26411-1,3KG,ind3
IRIS_313-10979,BORA DIGA,Bangladesh,IRGC 26439-1,3KG,aus
IRIS_313-10980,DUDHSAR,Bangladesh,IRGC 26458-1,3KG,admixed-ind
IRIS_313-10981,JHUL DIGA,Bangladesh,IRGC 26478-1,3KG,aus
IRIS_313-10982,LUDI GOCHYA,Bangladesh,IRGC 26504-2,3KG,ind3
IRIS_313-10983,BOROJYOT,Bangladesh,IRGC 26578-2,3KG,ind3
IRIS_313-10984,DUDHSAR,Bangladesh,IRGC 26609-2,3KG,ind3
IRIS_313-10985,GOBOL SAIL (BALAM),Bangladesh,IRGC 26624-2,3KG,ind3
IRIS_313-10986,HALDI JAON,Bangladesh,IRGC 26638-2,3KG,ind3
IRIS_313-10987,SUNGA WALA,Bangladesh,IRGC 26802-2,3KG,aus
IRIS_313-10988,CO 36,India,IRGC 26847-2,3KG,admixed-ind
IRIS_313-10989,GUTTI AKKULLU,India,IRGC 26850-2,3KG,ind3
IRIS_313-10990,BALIBUD,Philippines,IRGC 26871-1,3KG,admixed-ind
IRIS_313-10991,GINATOS,Philippines,IRGC 26876-1,3KG,trj
IRIS_313-10992,PILIT TAPUL,Philippines,IRGC 26887-1,3KG,trj
IRIS_313-10993,LANNAB,Philippines,IRGC 26936-2,3KG,trj
IRIS_313-10994,PANGETAN,Philippines,IRGC 26942-3,3KG,trj
IRIS_313-10995,ASE BAKKA LOMPO,Indonesia,IRGC 26988-2,3KG,admixed-ind
IRIS_313-10996,BAKASI,Indonesia,IRGC 27074-1,3KG,ind2
IRIS_313-10997,CEMPO MANGGAR,Indonesia,IRGC 27107-1,3KG,ind2
IRIS_313-10998,KETAN RASO,Indonesia,IRGC 27154-3,3KG,ind2
IRIS_313-10999,LANDEO,Indonesia,IRGC 27164-1,3KG,trj
IRIS_313-11000,MAIRUL,Indonesia,IRGC 27170-1,3KG,ind2
IRIS_313-11001,PAEDAI SOBUDI,Indonesia,IRGC 27222-1,3KG,trj
IRIS_313-11003,PAE MEETO,Indonesia,IRGC 27254-1,3KG,trj
IRIS_313-11004,PAE SANGGULA,Indonesia,IRGC 27297-1,3KG,trj
IRIS_313-11005,PULU LOTONG,Indonesia,IRGC 27380-2,3KG,trj
IRIS_313-11006,PULU RENNI,Indonesia,IRGC 27386-1,3KG,ind2
IRIS_313-11007,PULUT BONGO,Indonesia,IRGC 27397-2,3KG,trj
IRIS_313-11008,PULUT CENRANA,Indonesia,IRGC 27400-2,3KG,trj
IRIS_313-11009,PULUT HALAPA,Indonesia,IRGC 27403-1,3KG,trj
IRIS_313-11010,PULUT PUTIH,Indonesia,IRGC 27426-1,3KG,ind2
IRIS_313-11011,SUNAR,Indonesia,IRGC 27470-1,3KG,admixed-ind
IRIS_313-11012,TELURIKAN,Indonesia,IRGC 27478-1,3KG,admixed-jap
IRIS_313-11013,BOTESWAR 2,Bangladesh,IRGC 27536-1,3KG,aus
IRIS_313-11014,CHAKILA,Bangladesh,IRGC 27540-1,3KG,aus
IRIS_313-11015,HANPA,Bangladesh,IRGC 27547-2,3KG,aus
IRIS_313-11016,KACHILON,Bangladesh,IRGC 27555-1,3KG,aus
IRIS_313-11017,LOROI,Bangladesh,IRGC 27567-1,3KG,aus
IRIS_313-11018,MADISA,Bangladesh,IRGC 27568-1,3KG,aus
IRIS_313-11019,PORANG,Bangladesh,IRGC 27577-1,3KG,aus
IRIS_313-11020,BAMLA SUFFAID 320,Pakistan,IRGC 27776-1,3KG,aus
IRIS_313-11021,BARA PASHAWARI 390,Pakistan,IRGC 27779-1,3KG,aro
IRIS_313-11022,BASMATI SUFAID 100,Pakistan,IRGC 27791-3,3KG,aro
IRIS_313-11023,BASMATI SURKH 161,Pakistan,IRGC 27797-1,3KG,aro
IRIS_313-11024,BEGMI 135,Pakistan,IRGC 27845-1,3KG,aus
IRIS_313-11025,DHAN 263,Pakistan,IRGC 27926-2,3KG,aus
IRIS_313-11026,HANSRAJ,Pakistan,IRGC 27936-2,3KG,aro
IRIS_313-11027,JHONA 101,Pakistan,IRGC 27976-1,3KG,aus
IRIS_313-11028,MOTIA,Pakistan,IRGC 28036-1,3KG,aus
IRIS_313-11029,MUSHKAN 340 A,Pakistan,IRGC 28073-1,3KG,aus
IRIS_313-11030,MUTANT 12-42,Pakistan,IRGC 28076-2,3KG,aro
IRIS_313-11031,NAWAN SATHRA BAGAR 344,Pakistan,IRGC 28079-1,3KG,admixed-ind
IRIS_313-11032,PALAM PURI BAS 137,Pakistan,IRGC 28084-1,3KG,admixed
IRIS_313-11033,RATRIO,Pakistan,IRGC 28181-1,3KG,admixed
IRIS_313-11034,SANTHI 206,Pakistan,IRGC 28215-1,3KG,aus
IRIS_313-11035,ZIRA SHAHI,Pakistan,IRGC 28327-1,3KG,admixed-ind
IRIS_313-11036,34,Pakistan,IRGC 28371-2,3KG,admixed
IRIS_313-11037,421,Pakistan,IRGC 28458-1,3KG,aus
IRIS_313-11038,AI NAN TSAO 39,China,IRGC 28461-2,3KG,ind1
IRIS_313-11039,KWANG LU AI 4,China,IRGC 28480-2,3KG,ind1
IRIS_313-11040,KAVIVARI SAMBA,India,IRGC 28597-2,3KG,ind3
IRIS_313-11041,POONGAR,India,IRGC 28611-1,3KG,ind3
